,pref,pop_dens,pref_no
126,Ehime,800 ,38
127,Kochi,600 ,39
128,Miyagi,731 ,4
129,Fukuoka,1848 ,40
130,Saga,610 ,41
131,Nagasaki,792 ,42
132,Kumamoto,625 ,43
133,Oita,631 ,44
134,Miyazaki,580 ,45
135,Kagoshima,484 ,46
136,Okinawa,1243 ,47
137,Akita,302 ,5
138,Yamagata,374 ,6
139,Fukushima,438 ,7
140,Ibaraki,719 ,8
141,Tochigi,648 ,9
142,Hokkaido,235 ,1
143,Gunma,852 ,10
144,Saitama,2844 ,11
145,Chiba,1761 ,12
146,Tokyo,9793 ,13
147,Kanagawa,6253 ,14
148,Niigata,490 ,15
149,Toyama,567 ,16
150,Ishikawa,818 ,17
151,Fukui,713 ,18
152,Yamanashi,850 ,19
153,Aomori,386 ,2
154,Nagano,635 ,20
155,Gifu,899 ,21
156,Shizuoka,1325 ,22
157,Aichi,2527 ,23
158,Mie,865 ,24
159,Shiga,1082 ,25
160,Kyoto,2201 ,26
161,Osaka,6620 ,27
162,Hyogo,1964 ,28
163,Nara,1555 ,29
164,Iwate,330 ,3
165,Wakayama,830 ,30
166,Tottori,617 ,31
167,Shimane,519 ,32
168,Okayama,852 ,33
169,Hiroshima,1213 ,34
170,Yamaguchi,796 ,35
171,Tokushima,721 ,36
172,Kagawa,951 ,37
173,Ehime,800 ,38
174,Kochi,600 ,39
175,Miyagi,731 ,4
176,Fukuoka,1848 ,40
177,Saga,610 ,41
178,Nagasaki,792 ,42
179,Kumamoto,625 ,43
180,Oita,631 ,44
181,Miyazaki,580 ,45
182,Kagoshima,484 ,46
183,Okinawa,1243 ,47
184,Akita,302 ,5
185,Yamagata,374 ,6
186,Fukushima,438 ,7
187,Ibaraki,719 ,8
188,Tochigi,648 ,9
189,Hokkaido,235 ,1
190,Gunma,852 ,10
191,Saitama,2844 ,11
192,Chiba,1761 ,12
193,Tokyo,9793 ,13
194,Kanagawa,6253 ,14
195,Niigata,490 ,15
196,Toyama,567 ,16
197,Ishikawa,818 ,17
198,Fukui,713 ,18
199,Yamanashi,850 ,19
200,Aomori,386 ,2
201,Nagano,635 ,20
202,Gifu,899 ,21
203,Shizuoka,1325 ,22
204,Aichi,2527 ,23
205,Mie,865 ,24
206,Shiga,1082 ,25
207,Kyoto,2201 ,26
208,Osaka,6620 ,27
209,Hyogo,1964 ,28
210,Nara,1555 ,29
211,Iwate,330 ,3
212,Wakayama,830 ,30
213,Tottori,617 ,31
214,Shimane,519 ,32
215,Okayama,852 ,33
216,Hiroshima,1213 ,34
217,Yamaguchi,796 ,35
218,Tokushima,721 ,36
219,Kagawa,951 ,37
220,Ehime,800 ,38
221,Kochi,600 ,39
222,Miyagi,731 ,4
223,Fukuoka,1848 ,40
224,Saga,610 ,41
225,Nagasaki,792 ,42
226,Kumamoto,625 ,43
227,Oita,631 ,44
228,Miyazaki,580 ,45
229,Kagoshima,484 ,46
230,Okinawa,1243 ,47
231,Akita,302 ,5
232,Yamagata,374 ,6
233,Fukushima,438 ,7
234,Ibaraki,719 ,8
235,Tochigi,648 ,9
236,Hokkaido,235 ,1
237,Gunma,852 ,10
238,Saitama,2844 ,11
239,Chiba,1761 ,12
240,Tokyo,9793 ,13
241,Kanagawa,6253 ,14
242,Niigata,490 ,15
243,Toyama,567 ,16
244,Ishikawa,818 ,17
245,Fukui,713 ,18
246,Yamanashi,850 ,19
247,Aomori,386 ,2
248,Nagano,635 ,20
249,Gifu,899 ,21
250,Shizuoka,1325 ,22
251,Aichi,2527 ,23
252,Mie,865 ,24
253,Shiga,1082 ,25
254,Kyoto,2201 ,26
255,Osaka,6620 ,27
256,Hyogo,1964 ,28
257,Nara,1555 ,29
258,Iwate,330 ,3
259,Wakayama,830 ,30
260,Tottori,617 ,31
261,Shimane,519 ,32
262,Okayama,852 ,33
263,Hiroshima,1213 ,34
264,Yamaguchi,796 ,35
265,Tokushima,721 ,36
266,Kagawa,951 ,37
267,Ehime,800 ,38
268,Kochi,600 ,39
269,Miyagi,731 ,4
270,Fukuoka,1848 ,40
271,Saga,610 ,41
272,Nagasaki,792 ,42
273,Kumamoto,625 ,43
274,Oita,631 ,44
275,Miyazaki,580 ,45
276,Kagoshima,484 ,46
277,Okinawa,1243 ,47
278,Akita,302 ,5
279,Yamagata,374 ,6
280,Fukushima,438 ,7
281,Ibaraki,719 ,8
282,Tochigi,648 ,9
283,Hokkaido,235 ,1
284,Gunma,852 ,10
285,Saitama,2844 ,11
286,Chiba,1761 ,12
287,Tokyo,9793 ,13
288,Kanagawa,6253 ,14
289,Niigata,490 ,15
290,Toyama,567 ,16
291,Ishikawa,818 ,17
292,Fukui,713 ,18
293,Yamanashi,850 ,19
294,Aomori,386 ,2
295,Nagano,635 ,20
296,Gifu,899 ,21
297,Shizuoka,1325 ,22
298,Aichi,2527 ,23
299,Mie,865 ,24
300,Shiga,1082 ,25
301,Kyoto,2201 ,26
302,Osaka,6620 ,27
303,Hyogo,1964 ,28
304,Nara,1555 ,29
305,Iwate,330 ,3
306,Wakayama,830 ,30
307,Tottori,617 ,31
308,Shimane,519 ,32
309,Okayama,852 ,33
310,Hiroshima,1213 ,34
311,Yamaguchi,796 ,35
312,Tokushima,721 ,36
313,Kagawa,951 ,37
314,Ehime,800 ,38
315,Kochi,600 ,39
316,Miyagi,731 ,4
317,Fukuoka,1848 ,40
318,Saga,610 ,41
319,Nagasaki,792 ,42
320,Kumamoto,625 ,43
321,Oita,631 ,44
322,Miyazaki,580 ,45
323,Kagoshima,484 ,46
324,Okinawa,1243 ,47
325,Akita,302 ,5
326,Yamagata,374 ,6
327,Fukushima,438 ,7
328,Ibaraki,719 ,8
329,Tochigi,648 ,9
330,Hokkaido,235 ,1
331,Gunma,852 ,10
332,Saitama,2844 ,11
333,Chiba,1761 ,12
334,Tokyo,9793 ,13
335,Kanagawa,6253 ,14
336,Niigata,490 ,15
337,Toyama,567 ,16
338,Ishikawa,818 ,17
339,Fukui,713 ,18
340,Yamanashi,850 ,19
341,Aomori,386 ,2
342,Nagano,635 ,20
343,Gifu,899 ,21
344,Shizuoka,1325 ,22
345,Aichi,2527 ,23
346,Mie,865 ,24
347,Shiga,1082 ,25
348,Kyoto,2201 ,26
349,Osaka,6620 ,27
350,Hyogo,1964 ,28
351,Nara,1555 ,29
352,Iwate,330 ,3
353,Wakayama,830 ,30
354,Tottori,617 ,31
355,Shimane,519 ,32
356,Okayama,852 ,33
357,Hiroshima,1213 ,34
358,Yamaguchi,796 ,35
359,Tokushima,721 ,36
360,Kagawa,951 ,37
361,Ehime,800 ,38
362,Kochi,600 ,39
363,Miyagi,731 ,4
364,Fukuoka,1848 ,40
365,Saga,610 ,41
366,Nagasaki,792 ,42
367,Kumamoto,625 ,43
368,Oita,631 ,44
369,Miyazaki,580 ,45
370,Kagoshima,484 ,46
371,Okinawa,1243 ,47
372,Akita,302 ,5
373,Yamagata,374 ,6
374,Fukushima,438 ,7
375,Ibaraki,719 ,8
376,Tochigi,648 ,9
377,Hokkaido,235 ,1
378,Gunma,852 ,10
379,Saitama,2844 ,11
380,Chiba,1761 ,12
381,Tokyo,9793 ,13
382,Kanagawa,6253 ,14
383,Niigata,490 ,15
384,Toyama,567 ,16
385,Ishikawa,818 ,17
386,Fukui,713 ,18
387,Yamanashi,850 ,19
388,Aomori,386 ,2
389,Nagano,635 ,20
390,Gifu,899 ,21
391,Shizuoka,1325 ,22
392,Aichi,2527 ,23
393,Mie,865 ,24
394,Shiga,1082 ,25
395,Kyoto,2201 ,26
396,Osaka,6620 ,27
397,Hyogo,1964 ,28
398,Nara,1555 ,29
399,Iwate,330 ,3
400,Wakayama,830 ,30
401,Tottori,617 ,31
402,Shimane,519 ,32
403,Okayama,852 ,33
404,Hiroshima,1213 ,34
405,Yamaguchi,796 ,35
406,Tokushima,721 ,36
407,Kagawa,951 ,37
408,Ehime,800 ,38
409,Kochi,600 ,39
410,Miyagi,731 ,4
411,Fukuoka,1848 ,40
412,Saga,610 ,41
413,Nagasaki,792 ,42
414,Kumamoto,625 ,43
415,Oita,631 ,44
416,Miyazaki,580 ,45
417,Kagoshima,484 ,46
418,Okinawa,1243 ,47
419,Akita,302 ,5
420,Yamagata,374 ,6
421,Fukushima,438 ,7
422,Ibaraki,719 ,8
423,Tochigi,648 ,9
424,Hokkaido,235 ,1
425,Gunma,852 ,10
426,Saitama,2844 ,11
427,Chiba,1761 ,12
428,Tokyo,9793 ,13
429,Kanagawa,6253 ,14
430,Niigata,490 ,15
431,Toyama,567 ,16
432,Ishikawa,818 ,17
433,Fukui,713 ,18
434,Yamanashi,850 ,19
435,Aomori,386 ,2
436,Nagano,635 ,20
437,Gifu,899 ,21
438,Shizuoka,1325 ,22
439,Aichi,2527 ,23
440,Mie,865 ,24
441,Shiga,1082 ,25
442,Kyoto,2201 ,26
443,Osaka,6620 ,27
444,Hyogo,1964 ,28
445,Nara,1555 ,29
446,Iwate,330 ,3
447,Wakayama,830 ,30
448,Tottori,617 ,31
449,Shimane,519 ,32
450,Okayama,852 ,33
451,Hiroshima,1213 ,34
452,Yamaguchi,796 ,35
453,Tokushima,721 ,36
454,Kagawa,951 ,37
455,Ehime,800 ,38
456,Kochi,600 ,39
457,Miyagi,731 ,4
458,Fukuoka,1848 ,40
459,Saga,610 ,41
460,Nagasaki,792 ,42
461,Kumamoto,625 ,43
462,Oita,631 ,44
463,Miyazaki,580 ,45
464,Kagoshima,484 ,46
465,Okinawa,1243 ,47
466,Akita,302 ,5
467,Yamagata,374 ,6
468,Fukushima,438 ,7
469,Ibaraki,719 ,8
470,Tochigi,648 ,9
471,Hokkaido,235 ,1
472,Gunma,852 ,10
473,Saitama,2844 ,11
474,Chiba,1761 ,12
475,Tokyo,9793 ,13
476,Kanagawa,6253 ,14
477,Niigata,490 ,15
478,Toyama,567 ,16
479,Ishikawa,818 ,17
480,Fukui,713 ,18
481,Yamanashi,850 ,19
482,Aomori,386 ,2
483,Nagano,635 ,20
484,Gifu,899 ,21
485,Shizuoka,1325 ,22
486,Aichi,2527 ,23
487,Mie,865 ,24
488,Shiga,1082 ,25
489,Kyoto,2201 ,26
490,Osaka,6620 ,27
491,Hyogo,1964 ,28
492,Nara,1555 ,29
493,Iwate,330 ,3
494,Wakayama,830 ,30
495,Tottori,617 ,31
496,Shimane,519 ,32
497,Okayama,852 ,33
498,Hiroshima,1213 ,34
499,Yamaguchi,796 ,35
500,Tokushima,721 ,36
501,Kagawa,951 ,37
502,Ehime,800 ,38
503,Kochi,600 ,39
504,Miyagi,731 ,4
505,Fukuoka,1848 ,40
506,Saga,610 ,41
507,Nagasaki,792 ,42
508,Kumamoto,625 ,43
509,Oita,631 ,44
510,Miyazaki,580 ,45
511,Kagoshima,484 ,46
512,Okinawa,1243 ,47
513,Akita,302 ,5
514,Yamagata,374 ,6
515,Fukushima,438 ,7
516,Ibaraki,719 ,8
517,Tochigi,648 ,9
518,Hokkaido,235 ,1
519,Gunma,852 ,10
520,Saitama,2844 ,11
521,Chiba,1761 ,12
522,Tokyo,9793 ,13
523,Kanagawa,6253 ,14
524,Niigata,490 ,15
525,Toyama,567 ,16
526,Ishikawa,818 ,17
527,Fukui,713 ,18
528,Yamanashi,850 ,19
529,Aomori,386 ,2
530,Nagano,635 ,20
531,Gifu,899 ,21
532,Shizuoka,1325 ,22
533,Aichi,2527 ,23
534,Mie,865 ,24
535,Shiga,1082 ,25
536,Kyoto,2201 ,26
537,Osaka,6620 ,27
538,Hyogo,1964 ,28
539,Nara,1555 ,29
540,Iwate,330 ,3
541,Wakayama,830 ,30
542,Tottori,617 ,31
543,Shimane,519 ,32
544,Okayama,852 ,33
545,Hiroshima,1213 ,34
546,Yamaguchi,796 ,35
547,Tokushima,721 ,36
548,Kagawa,951 ,37
549,Ehime,800 ,38
550,Kochi,600 ,39
551,Miyagi,731 ,4
552,Fukuoka,1848 ,40
553,Saga,610 ,41
554,Nagasaki,792 ,42
555,Kumamoto,625 ,43
556,Oita,631 ,44
557,Miyazaki,580 ,45
558,Kagoshima,484 ,46
559,Okinawa,1243 ,47
560,Akita,302 ,5
561,Yamagata,374 ,6
562,Fukushima,438 ,7
563,Ibaraki,719 ,8
564,Tochigi,648 ,9
565,Hokkaido,235 ,1
566,Gunma,852 ,10
567,Saitama,2844 ,11
568,Chiba,1761 ,12
569,Tokyo,9793 ,13
570,Kanagawa,6253 ,14
571,Niigata,490 ,15
572,Toyama,567 ,16
573,Ishikawa,818 ,17
574,Fukui,713 ,18
575,Yamanashi,850 ,19
576,Aomori,386 ,2
577,Nagano,635 ,20
578,Gifu,899 ,21
579,Shizuoka,1325 ,22
580,Aichi,2527 ,23
581,Mie,865 ,24
582,Shiga,1082 ,25
583,Kyoto,2201 ,26
584,Osaka,6620 ,27
585,Hyogo,1964 ,28
586,Nara,1555 ,29
587,Iwate,330 ,3
588,Wakayama,830 ,30
589,Tottori,617 ,31
590,Shimane,519 ,32
591,Okayama,852 ,33
592,Hiroshima,1213 ,34
593,Yamaguchi,796 ,35
594,Tokushima,721 ,36
595,Kagawa,951 ,37
596,Ehime,800 ,38
597,Kochi,600 ,39
598,Miyagi,731 ,4
599,Fukuoka,1848 ,40
600,Saga,610 ,41
601,Nagasaki,792 ,42
602,Kumamoto,625 ,43
603,Oita,631 ,44
604,Miyazaki,580 ,45
605,Kagoshima,484 ,46
606,Okinawa,1243 ,47
607,Akita,302 ,5
608,Yamagata,374 ,6
609,Fukushima,438 ,7
610,Ibaraki,719 ,8
611,Tochigi,648 ,9
612,Hokkaido,235 ,1
613,Gunma,852 ,10
614,Saitama,2844 ,11
615,Chiba,1761 ,12
616,Tokyo,9793 ,13
617,Kanagawa,6253 ,14
618,Niigata,490 ,15
619,Toyama,567 ,16
620,Ishikawa,818 ,17
621,Fukui,713 ,18
622,Yamanashi,850 ,19
623,Aomori,386 ,2
624,Nagano,635 ,20
625,Gifu,899 ,21
626,Shizuoka,1325 ,22
627,Aichi,2527 ,23
628,Mie,865 ,24
629,Shiga,1082 ,25
630,Kyoto,2201 ,26
631,Osaka,6620 ,27
632,Hyogo,1964 ,28
633,Nara,1555 ,29
634,Iwate,330 ,3
635,Wakayama,830 ,30
636,Tottori,617 ,31
637,Shimane,519 ,32
638,Okayama,852 ,33
639,Hiroshima,1213 ,34
640,Yamaguchi,796 ,35
641,Tokushima,721 ,36
642,Kagawa,951 ,37
643,Ehime,800 ,38
644,Kochi,600 ,39
645,Miyagi,731 ,4
646,Fukuoka,1848 ,40
647,Saga,610 ,41
648,Nagasaki,792 ,42
649,Kumamoto,625 ,43
650,Oita,631 ,44
651,Miyazaki,580 ,45
652,Kagoshima,484 ,46
653,Okinawa,1243 ,47
654,Akita,302 ,5
655,Yamagata,374 ,6
656,Fukushima,438 ,7
657,Ibaraki,719 ,8
658,Tochigi,648 ,9
659,Hokkaido,235 ,1
660,Gunma,852 ,10
661,Saitama,2844 ,11
662,Chiba,1761 ,12
663,Tokyo,9793 ,13
664,Kanagawa,6253 ,14
665,Niigata,490 ,15
666,Toyama,567 ,16
667,Ishikawa,818 ,17
668,Fukui,713 ,18
669,Yamanashi,850 ,19
670,Aomori,386 ,2
671,Nagano,635 ,20
672,Gifu,899 ,21
673,Shizuoka,1325 ,22
674,Aichi,2527 ,23
675,Mie,865 ,24
676,Shiga,1082 ,25
677,Kyoto,2201 ,26
678,Osaka,6620 ,27
679,Hyogo,1964 ,28
680,Nara,1555 ,29
681,Iwate,330 ,3
682,Wakayama,830 ,30
683,Tottori,617 ,31
684,Shimane,519 ,32
685,Okayama,852 ,33
686,Hiroshima,1213 ,34
687,Yamaguchi,796 ,35
688,Tokushima,721 ,36
689,Kagawa,951 ,37
690,Ehime,800 ,38
691,Kochi,600 ,39
692,Miyagi,731 ,4
693,Fukuoka,1848 ,40
694,Saga,610 ,41
695,Nagasaki,792 ,42
696,Kumamoto,625 ,43
697,Oita,631 ,44
698,Miyazaki,580 ,45
699,Kagoshima,484 ,46
700,Okinawa,1243 ,47
701,Akita,302 ,5
702,Yamagata,374 ,6
703,Fukushima,438 ,7
704,Ibaraki,719 ,8
705,Tochigi,648 ,9
706,Hokkaido,235 ,1
707,Gunma,852 ,10
708,Saitama,2844 ,11
709,Chiba,1761 ,12
710,Tokyo,9793 ,13
711,Kanagawa,6253 ,14
712,Niigata,490 ,15
713,Toyama,567 ,16
714,Ishikawa,818 ,17
715,Fukui,713 ,18
716,Yamanashi,850 ,19
717,Aomori,386 ,2
718,Nagano,635 ,20
719,Gifu,899 ,21
720,Shizuoka,1325 ,22
721,Aichi,2527 ,23
722,Mie,865 ,24
723,Shiga,1082 ,25
724,Kyoto,2201 ,26
725,Osaka,6620 ,27
726,Hyogo,1964 ,28
727,Nara,1555 ,29
728,Iwate,330 ,3
729,Wakayama,830 ,30
730,Tottori,617 ,31
731,Shimane,519 ,32
732,Okayama,852 ,33
733,Hiroshima,1213 ,34
734,Yamaguchi,796 ,35
735,Tokushima,721 ,36
736,Kagawa,951 ,37
737,Ehime,800 ,38
738,Kochi,600 ,39
739,Miyagi,731 ,4
740,Fukuoka,1848 ,40
741,Saga,610 ,41
742,Nagasaki,792 ,42
743,Kumamoto,625 ,43
744,Oita,631 ,44
745,Miyazaki,580 ,45
746,Kagoshima,484 ,46
747,Okinawa,1243 ,47
748,Akita,302 ,5
749,Yamagata,374 ,6
750,Fukushima,438 ,7
751,Ibaraki,719 ,8
752,Tochigi,648 ,9
753,Hokkaido,235 ,1
754,Gunma,852 ,10
755,Saitama,2844 ,11
756,Chiba,1761 ,12
757,Tokyo,9793 ,13
758,Kanagawa,6253 ,14
759,Niigata,490 ,15
760,Toyama,567 ,16
761,Ishikawa,818 ,17
762,Fukui,713 ,18
763,Yamanashi,850 ,19
764,Aomori,386 ,2
765,Nagano,635 ,20
766,Gifu,899 ,21
767,Shizuoka,1325 ,22
768,Aichi,2527 ,23
769,Mie,865 ,24
770,Shiga,1082 ,25
771,Kyoto,2201 ,26
772,Osaka,6620 ,27
773,Hyogo,1964 ,28
774,Nara,1555 ,29
775,Iwate,330 ,3
776,Wakayama,830 ,30
777,Tottori,617 ,31
778,Shimane,519 ,32
779,Okayama,852 ,33
780,Hiroshima,1213 ,34
781,Yamaguchi,796 ,35
782,Tokushima,721 ,36
783,Kagawa,951 ,37
784,Ehime,800 ,38
785,Kochi,600 ,39
786,Miyagi,731 ,4
787,Fukuoka,1848 ,40
788,Saga,610 ,41
789,Nagasaki,792 ,42
790,Kumamoto,625 ,43
791,Oita,631 ,44
792,Miyazaki,580 ,45
793,Kagoshima,484 ,46
794,Okinawa,1243 ,47
795,Akita,302 ,5
796,Yamagata,374 ,6
797,Fukushima,438 ,7
798,Ibaraki,719 ,8
799,Tochigi,648 ,9
800,Hokkaido,235 ,1
801,Gunma,852 ,10
802,Saitama,2844 ,11
803,Chiba,1761 ,12
804,Tokyo,9793 ,13
805,Kanagawa,6253 ,14
806,Niigata,490 ,15
807,Toyama,567 ,16
808,Ishikawa,818 ,17
809,Fukui,713 ,18
810,Yamanashi,850 ,19
811,Aomori,386 ,2
812,Nagano,635 ,20
813,Gifu,899 ,21
814,Shizuoka,1325 ,22
815,Aichi,2527 ,23
816,Mie,865 ,24
817,Shiga,1082 ,25
818,Kyoto,2201 ,26
819,Osaka,6620 ,27
820,Hyogo,1964 ,28
821,Nara,1555 ,29
822,Iwate,330 ,3
823,Wakayama,830 ,30
824,Tottori,617 ,31
825,Shimane,519 ,32
826,Okayama,852 ,33
827,Hiroshima,1213 ,34
828,Yamaguchi,796 ,35
829,Tokushima,721 ,36
830,Kagawa,951 ,37
831,Ehime,800 ,38
832,Kochi,600 ,39
833,Miyagi,731 ,4
834,Fukuoka,1848 ,40
835,Saga,610 ,41
836,Nagasaki,792 ,42
837,Kumamoto,625 ,43
838,Oita,631 ,44
839,Miyazaki,580 ,45
840,Kagoshima,484 ,46
841,Okinawa,1243 ,47
842,Akita,302 ,5
843,Yamagata,374 ,6
844,Fukushima,438 ,7
845,Ibaraki,719 ,8
846,Tochigi,648 ,9
847,Hokkaido,235 ,1
848,Gunma,852 ,10
849,Saitama,2844 ,11
850,Chiba,1761 ,12
851,Tokyo,9793 ,13
852,Kanagawa,6253 ,14
853,Niigata,490 ,15
854,Toyama,567 ,16
855,Ishikawa,818 ,17
856,Fukui,713 ,18
857,Yamanashi,850 ,19
858,Aomori,386 ,2
859,Nagano,635 ,20
860,Gifu,899 ,21
861,Shizuoka,1325 ,22
862,Aichi,2527 ,23
863,Mie,865 ,24
864,Shiga,1082 ,25
865,Kyoto,2201 ,26
866,Osaka,6620 ,27
867,Hyogo,1964 ,28
868,Nara,1555 ,29
869,Iwate,330 ,3
870,Wakayama,830 ,30
871,Tottori,617 ,31
872,Shimane,519 ,32
873,Okayama,852 ,33
874,Hiroshima,1213 ,34
875,Yamaguchi,796 ,35
876,Tokushima,721 ,36
877,Kagawa,951 ,37
878,Ehime,800 ,38
879,Kochi,600 ,39
880,Miyagi,731 ,4
881,Fukuoka,1848 ,40
882,Saga,610 ,41
883,Nagasaki,792 ,42
884,Kumamoto,625 ,43
885,Oita,631 ,44
886,Miyazaki,580 ,45
887,Kagoshima,484 ,46
888,Okinawa,1243 ,47
889,Akita,302 ,5
890,Yamagata,374 ,6
891,Fukushima,438 ,7
892,Ibaraki,719 ,8
893,Tochigi,648 ,9
894,Hokkaido,235 ,1
895,Gunma,852 ,10
896,Saitama,2844 ,11
897,Chiba,1761 ,12
898,Tokyo,9793 ,13
899,Kanagawa,6253 ,14
900,Niigata,490 ,15
901,Toyama,567 ,16
902,Ishikawa,818 ,17
903,Fukui,713 ,18
904,Yamanashi,850 ,19
905,Aomori,386 ,2
906,Nagano,635 ,20
907,Gifu,899 ,21
908,Shizuoka,1325 ,22
909,Aichi,2527 ,23
910,Mie,865 ,24
911,Shiga,1082 ,25
912,Kyoto,2201 ,26
913,Osaka,6620 ,27
914,Hyogo,1964 ,28
915,Nara,1555 ,29
916,Iwate,330 ,3
917,Wakayama,830 ,30
918,Tottori,617 ,31
919,Shimane,519 ,32
920,Okayama,852 ,33
921,Hiroshima,1213 ,34
922,Yamaguchi,796 ,35
923,Tokushima,721 ,36
924,Kagawa,951 ,37
925,Ehime,800 ,38
926,Kochi,600 ,39
927,Miyagi,731 ,4
928,Fukuoka,1848 ,40
929,Saga,610 ,41
930,Nagasaki,792 ,42
931,Kumamoto,625 ,43
932,Oita,631 ,44
933,Miyazaki,580 ,45
934,Kagoshima,484 ,46
935,Okinawa,1243 ,47
936,Akita,302 ,5
937,Yamagata,374 ,6
938,Fukushima,438 ,7
939,Ibaraki,719 ,8
940,Tochigi,648 ,9
941,Hokkaido,235 ,1
942,Gunma,852 ,10
943,Saitama,2844 ,11
944,Chiba,1761 ,12
945,Tokyo,9793 ,13
946,Kanagawa,6253 ,14
947,Niigata,490 ,15
948,Toyama,567 ,16
949,Ishikawa,818 ,17
950,Fukui,713 ,18
951,Yamanashi,850 ,19
952,Aomori,386 ,2
953,Nagano,635 ,20
954,Gifu,899 ,21
955,Shizuoka,1325 ,22
956,Aichi,2527 ,23
957,Mie,865 ,24
958,Shiga,1082 ,25
959,Kyoto,2201 ,26
960,Osaka,6620 ,27
961,Hyogo,1964 ,28
962,Nara,1555 ,29
963,Iwate,330 ,3
964,Wakayama,830 ,30
965,Tottori,617 ,31
966,Shimane,519 ,32
967,Okayama,852 ,33
968,Hiroshima,1213 ,34
969,Yamaguchi,796 ,35
970,Tokushima,721 ,36
971,Kagawa,951 ,37
972,Ehime,800 ,38
973,Kochi,600 ,39
974,Miyagi,731 ,4
975,Fukuoka,1848 ,40
976,Saga,610 ,41
977,Nagasaki,792 ,42
978,Kumamoto,625 ,43
979,Oita,631 ,44
980,Miyazaki,580 ,45
981,Kagoshima,484 ,46
982,Okinawa,1243 ,47
983,Akita,302 ,5
984,Yamagata,374 ,6
985,Fukushima,438 ,7
986,Ibaraki,719 ,8
987,Tochigi,648 ,9
988,Hokkaido,235 ,1
989,Gunma,852 ,10
990,Saitama,2844 ,11
991,Chiba,1761 ,12
992,Tokyo,9793 ,13
993,Kanagawa,6253 ,14
994,Niigata,490 ,15
995,Toyama,567 ,16
996,Ishikawa,818 ,17
997,Fukui,713 ,18
998,Yamanashi,850 ,19
999,Aomori,386 ,2
1000,Nagano,635 ,20
1001,Gifu,899 ,21
1002,Shizuoka,1325 ,22
1003,Aichi,2527 ,23
1004,Mie,865 ,24
1005,Shiga,1082 ,25
1006,Kyoto,2201 ,26
1007,Osaka,6620 ,27
1008,Hyogo,1964 ,28
1009,Nara,1555 ,29
1010,Iwate,330 ,3
1011,Wakayama,830 ,30
1012,Tottori,617 ,31
1013,Shimane,519 ,32
1014,Okayama,852 ,33
1015,Hiroshima,1213 ,34
1016,Yamaguchi,796 ,35
1017,Tokushima,721 ,36
1018,Kagawa,951 ,37
1019,Ehime,800 ,38
1020,Kochi,600 ,39
1021,Miyagi,731 ,4
1022,Fukuoka,1848 ,40
1023,Saga,610 ,41
1024,Nagasaki,792 ,42
1025,Kumamoto,625 ,43
1026,Oita,631 ,44
1027,Miyazaki,580 ,45
1028,Kagoshima,484 ,46
1029,Okinawa,1243 ,47
1030,Akita,302 ,5
1031,Yamagata,374 ,6
1032,Fukushima,438 ,7
1033,Ibaraki,719 ,8
1034,Tochigi,648 ,9
1035,Hokkaido,235 ,1
1036,Gunma,852 ,10
1037,Saitama,2844 ,11
1038,Chiba,1761 ,12
1039,Tokyo,9793 ,13
1040,Kanagawa,6253 ,14
1041,Niigata,490 ,15
1042,Toyama,567 ,16
1043,Ishikawa,818 ,17
1044,Fukui,713 ,18
1045,Yamanashi,850 ,19
1046,Aomori,386 ,2
1047,Nagano,635 ,20
1048,Gifu,899 ,21
1049,Shizuoka,1325 ,22
1050,Aichi,2527 ,23
1051,Mie,865 ,24
1052,Shiga,1082 ,25
1053,Kyoto,2201 ,26
1054,Osaka,6620 ,27
1055,Hyogo,1964 ,28
1056,Nara,1555 ,29
1057,Iwate,330 ,3
1058,Wakayama,830 ,30
1059,Tottori,617 ,31
1060,Shimane,519 ,32
1061,Okayama,852 ,33
1062,Hiroshima,1213 ,34
1063,Yamaguchi,796 ,35
1064,Tokushima,721 ,36
1065,Kagawa,951 ,37
1066,Ehime,800 ,38
1067,Kochi,600 ,39
1068,Miyagi,731 ,4
1069,Fukuoka,1848 ,40
1070,Saga,610 ,41
1071,Nagasaki,792 ,42
1072,Kumamoto,625 ,43
1073,Oita,631 ,44
1074,Miyazaki,580 ,45
1075,Kagoshima,484 ,46
1076,Okinawa,1243 ,47
1077,Akita,302 ,5
1078,Yamagata,374 ,6
1079,Fukushima,438 ,7
1080,Ibaraki,719 ,8
1081,Tochigi,648 ,9
1082,Hokkaido,235 ,1
1083,Gunma,852 ,10
1084,Saitama,2844 ,11
1085,Chiba,1761 ,12
1086,Tokyo,9793 ,13
1087,Kanagawa,6253 ,14
1088,Niigata,490 ,15
1089,Toyama,567 ,16
1090,Ishikawa,818 ,17
1091,Fukui,713 ,18
1092,Yamanashi,850 ,19
1093,Aomori,386 ,2
1094,Nagano,635 ,20
1095,Gifu,899 ,21
1096,Shizuoka,1325 ,22
1097,Aichi,2527 ,23
1098,Mie,865 ,24
1099,Shiga,1082 ,25
1100,Kyoto,2201 ,26
1101,Osaka,6620 ,27
1102,Hyogo,1964 ,28
1103,Nara,1555 ,29
1104,Iwate,330 ,3
1105,Wakayama,830 ,30
1106,Tottori,617 ,31
1107,Shimane,519 ,32
1108,Okayama,852 ,33
1109,Hiroshima,1213 ,34
1110,Yamaguchi,796 ,35
1111,Tokushima,721 ,36
1112,Kagawa,951 ,37
1113,Ehime,800 ,38
1114,Kochi,600 ,39
1115,Miyagi,731 ,4
